序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
2330,20200418,步步高,83010010,僵尸尖叫,5022331,29.00,电信,0,17,1,5.88%,1.71,29.00
2331,20200418,步步高,83010010,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
2332,20200418,腾讯应用宝,83010011,消灭星星全新版,10000895,76.00,电信,0,2662,3,0.11%,0.03,25.33
2333,20200418,腾讯应用宝,83010011,僵尸尖叫,5022331,66.00,电信,0,627,3,0.48%,0.11,22.00
2334,20200418,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,6,0,0.00%,0.00,0.00
2335,20200418,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,64,0,0.00%,0.00,0.00
2336,20200418,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,20.00,电信,0,298,1,0.34%,0.07,20.00
2337,20200418,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,36,0,0.00%,0.00,0.00
2338,20200418,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,19,0,0.00%,0.00,0.00
2339,20200418,2345手机助手,83010042,消灭星星全新版,10000895,42.00,电信,0,407,1,0.25%,0.10,42.00
2340,20200418,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,90,0,0.00%,0.00,0.00
2341,20200418,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
2342,20200418,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2343,20200418,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
2344,20200418,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2345,20200418,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,50,0,0.00%,0.00,0.00
2346,20200418,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
2347,20200418,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,16,0,0.00%,0.00,0.00
2348,20200418,腾讯手机管家,83120102,消灭星星全新版,10000895,6.00,电信,0,81,1,1.23%,0.07,6.00
2349,20200418,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
2350,20200418,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,12,0,0.00%,0.00,0.00
2351,20200418,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2352,20200419,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
2353,20200419,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,联通,0,1,0,0.00%,0.00,0.00
2354,20200419,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,11,0,0.00%,0.00,0.00
2355,20200419,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,11,0,0.00%,0.00,0.00
2356,20200419,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,3,0,0.00%,0.00,0.00
2357,20200419,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
2358,20200419,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,47,0,0.00%,0.00,0.00
2359,20200419,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
2360,20200419,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
2361,20200419,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,7,0,0.00%,0.00,0.00
2362,20200419,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,电信,0,1,0,0.00%,0.00,0.00
2363,20200419,聚沙渠道,,全民消灭星星,5032507,0.00,移动,0,1,0,0.00%,0.00,0.00
2364,20200419,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2365,20200419,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,3,0,0.00%,0.00,0.00
2366,20200419,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,10746,0,0.00%,0.00,0.00
2367,20200419,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,电信,0,1,0,0.00%,0.00,0.00
2368,20200419,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,59,0,0.00%,0.00,0.00
2369,20200419,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,75,0,0.00%,0.00,0.00
2370,20200419,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,15,0,0.00%,0.00,0.00
2371,20200419,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2372,20200419,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
2373,20200419,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2374,20200419,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
2375,20200419,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,2,0,0.00%,0.00,0.00
2376,20200419,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
2377,20200419,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,35,0,0.00%,0.00,0.00
2378,20200419,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2379,20200419,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,90,0,0.00%,0.00,0.00
2380,20200419,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,55,0,0.00%,0.00,0.00
2381,20200419,豌豆荚,80001013,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2382,20200419,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,6,0,0.00%,0.00,0.00
2383,20200419,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2384,20200419,酷派应用商店,80001017,消灭星星全新版,10000895,20.00,电信,0,20,1,5.00%,1.00,20.00
2385,20200419,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
2386,20200419,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2387,20200419,小米,80001021,消灭星星全新版,10000895,50.00,电信,0,6708,3,0.04%,0.01,16.67
2388,20200419,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,3,0,0.00%,0.00,0.00
2389,20200419,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,13,0,0.00%,0.00,0.00
2390,20200419,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,123,0,0.00%,0.00,0.00
2391,20200419,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2392,20200419,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2393,20200419,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2394,20200419,PPS,80010078,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2395,20200419,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2396,20200419,拇指玩,80010079,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2397,20200419,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
2398,20200419,百度手机助手,80010082,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2399,20200419,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2400,20200419,百度手机助手,80010082,僵尸尖叫,5022331,0.00,电信,0,108,0,0.00%,0.00,0.00
2401,20200419,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,3,0,0.00%,0.00,0.00
2402,20200419,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2403,20200419,百度手机助手,80010082,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2404,20200419,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,48,0,0.00%,0.00,0.00
2405,20200419,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,105,0,0.00%,0.00,0.00
2406,20200419,4399,80010088,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2407,20200419,联想游戏中心,80010122,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2408,20200419,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,320,0,0.00%,0.00,0.00
2409,20200419,掌游天下,80010130,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
2410,20200419,掌游天下,80010130,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2411,20200419,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22378,0,0.00%,0.00,0.00
2412,20200419,OPPO,80010141,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
2413,20200419,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,4,0,0.00%,0.00,0.00
2414,20200419,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,401,0,0.00%,0.00,0.00
2415,20200419,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
2416,20200419,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2417,20200419,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2418,20200419,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2419,20200419,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2420,20200419,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2421,20200419,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,34,0,0.00%,0.00,0.00
2422,20200419,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2423,20200419,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,29,0,0.00%,0.00,0.00
2424,20200419,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2425,20200419,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2426,20200419,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
2427,20200419,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2428,20200419,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2429,20200419,历趣市场,80011039,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2430,20200419,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,133,0,0.00%,0.00,0.00
2431,20200419,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,18,0,0.00%,0.00,0.00
2432,20200419,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2433,20200419,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,169,0,0.00%,0.00,0.00
2434,20200419,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2435,20200419,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
2436,20200419,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2437,20200419,360手机助手,80011046,消灭星星全新版,10000895,0.00,电信,0,568,0,0.00%,0.00,0.00
2438,20200419,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,62,0,0.00%,0.00,0.00
2439,20200419,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,5,0,0.00%,0.00,0.00
2440,20200419,360手机助手,80011046,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
2441,20200419,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,19,0,0.00%,0.00,0.00
2442,20200419,腾讯应用宝,80011049,消灭星星全新版,10000895,20.00,电信,0,96,1,1.04%,0.21,20.00
2443,20200419,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,44,0,0.00%,0.00,0.00
2444,20200419,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
2445,20200419,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,1,0,0.00%,0.00,0.00
2446,20200419,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2447,20200419,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,180,0,0.00%,0.00,0.00
2448,20200419,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
2449,20200419,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
2450,20200419,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
2451,20200419,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2452,20200419,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2453,20200419,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,733,0,0.00%,0.00,0.00
2454,20200419,魅族手机,80020320,僵尸尖叫,5022331,47.00,电信,0,115,2,1.74%,0.41,23.50
2455,20200419,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,28,0,0.00%,0.00,0.00
2456,20200419,华为智汇云,83010007,消灭星星全新版,10000895,0.00,电信,0,21674,0,0.00%,0.00,0.00
2457,20200419,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2331,0,0.00%,0.00,0.00
2458,20200419,华为智汇云,83010007,僵尸尖叫,5022331,74.00,电信,0,378,3,0.79%,0.20,24.67
2459,20200419,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,24,0,0.00%,0.00,0.00
2460,20200419,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
2461,20200419,步步高,83010010,消灭星星全新版,10000895,41.00,电信,0,31412,3,0.01%,0.00,13.67
2462,20200419,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,22,0,0.00%,0.00,0.00
2463,20200419,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
2464,20200419,步步高,83010010,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2465,20200419,腾讯应用宝,83010011,消灭星星全新版,10000895,24.00,电信,0,2644,2,0.08%,0.01,12.00
2466,20200419,腾讯应用宝,83010011,僵尸尖叫,5022331,122.00,电信,0,558,6,1.08%,0.22,20.33
2467,20200419,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,8,0,0.00%,0.00,0.00
2468,20200419,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,58,0,0.00%,0.00,0.00
2469,20200419,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2470,20200419,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0.00,电信,0,289,0,0.00%,0.00,0.00
2471,20200419,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,58.00,电信,0,37,1,2.70%,1.57,58.00
2472,20200419,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
2473,20200419,2345手机助手,83010042,消灭星星全新版,10000895,10.00,电信,0,404,1,0.25%,0.02,10.00
2474,20200419,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,102,0,0.00%,0.00,0.00
2475,20200419,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
2476,20200419,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2477,20200419,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,7,0,0.00%,0.00,0.00
2478,20200419,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
2479,20200419,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,55,0,0.00%,0.00,0.00
2480,20200419,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2481,20200419,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,15,0,0.00%,0.00,0.00
2482,20200419,腾讯手机管家,83120102,消灭星星全新版,10000895,4.00,电信,0,92,1,1.09%,0.04,4.00
2483,20200419,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
2484,20200420,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,2,0,0.00%,0.00,0.00
2485,20200420,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,11,0,0.00%,0.00,0.00
2486,20200420,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,8,0,0.00%,0.00,0.00
2487,20200420,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
2488,20200420,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2489,20200420,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,66,0,0.00%,0.00,0.00
2490,20200420,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,2,0,0.00%,0.00,0.00
2491,20200420,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2492,20200420,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,5,0,0.00%,0.00,0.00
2493,20200420,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2494,20200420,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,5,0,0.00%,0.00,0.00
2495,20200420,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11008,0,0.00%,0.00,0.00
2496,20200420,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,电信,0,2,0,0.00%,0.00,0.00
2497,20200420,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,55,0,0.00%,0.00,0.00
2498,20200420,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,67,0,0.00%,0.00,0.00
2499,20200420,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,12,0,0.00%,0.00,0.00
2500,20200420,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
2501,20200420,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2502,20200420,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
2503,20200420,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,5,0,0.00%,0.00,0.00
2504,20200420,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
2505,20200420,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,45,0,0.00%,0.00,0.00
2506,20200420,华为智汇云,80001002,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2507,20200420,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2508,20200420,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,75,0,0.00%,0.00,0.00
2509,20200420,安智市场,80001005,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2510,20200420,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2511,20200420,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,45,0,0.00%,0.00,0.00
2512,20200420,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
2513,20200420,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2514,20200420,酷派应用商店,80001017,消灭星星全新版,10000895,30.00,电信,0,15,1,6.67%,2.00,30.00
2515,20200420,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,19,0,0.00%,0.00,0.00
2516,20200420,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2517,20200420,小米,80001021,消灭星星全新版,10000895,112.00,电信,0,6774,6,0.09%,0.02,18.67
2518,20200420,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
2519,20200420,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,13,0,0.00%,0.00,0.00
2520,20200420,联想应用商店,80001024,消灭星星全新版,10000895,29.00,电信,0,112,1,0.89%,0.26,29.00
2521,20200420,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2522,20200420,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2523,20200420,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2524,20200420,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2525,20200420,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
2526,20200420,百度手机助手,80010082,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2527,20200420,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2528,20200420,百度手机助手,80010082,僵尸尖叫,5022331,0.00,电信,0,96,0,0.00%,0.00,0.00
2529,20200420,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,1,0,0.00%,0.00,0.00
2530,20200420,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
2531,20200420,百度手机助手,80010082,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2532,20200420,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,51,0,0.00%,0.00,0.00
2533,20200420,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,80,0,0.00%,0.00,0.00
2534,20200420,4399,80010088,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2535,20200420,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,320,0,0.00%,0.00,0.00
2536,20200420,掌游天下,80010130,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2537,20200420,掌游天下,80010130,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2538,20200420,掌游天下,80010130,长腿爸爸,5102711,0.00,电信,0,1,0,0.00%,0.00,0.00
2539,20200420,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22535,0,0.00%,0.00,0.00
2540,20200420,OPPO,80010141,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
2541,20200420,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,3,0,0.00%,0.00,0.00
