日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
20200402,腾讯应用宝,80011049,全民消灭星星,5032507,0,电信,0,2,0,0.00%,0,0
20200402,腾讯应用宝,80011049,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200402,金立,80011117,消灭星星全新版,10000895,0,电信,0,219,0,0.00%,0,0
20200402,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0,电信,0,4,0,0.00%,0,0
20200402,步步高,80020136,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200402,步步高,80020136,消灭星星中文版,5013515,0,电信,0,2,0,0.00%,0,0
20200402,步步高,80020136,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200402,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0,电信,0,2,0,0.00%,0,0
20200402,魅族手机,80020320,消灭星星全新版,10000895,0,电信,0,839,0,0.00%,0,0
20200402,魅族手机,80020320,僵尸尖叫,5022331,38,电信,0,134,1,0.75%,0.28,38
20200402,上海青橙,80020533,消灭星星全新版,10000895,0,电信,0,24,0,0.00%,0,0
20200402,华为智汇云,83010007,消灭星星全新版,10000895,78,电信,0,23255,2,0.01%,0,39
20200402,华为智汇云,83010007,消灭星星中文版,5015173,0,电信,0,2411,0,0.00%,0,0
20200402,华为智汇云,83010007,僵尸尖叫,5022331,104,电信,0,360,4,1.11%,0.29,26
20200402,OPPO,83010008,僵尸尖叫,5022331,0,电信,0,23,0,0.00%,0,0
20200402,小米,83010009,消灭星星中文版,5015173,0,电信,0,7,0,0.00%,0,0
20200402,步步高,83010010,消灭星星全新版,10000895,60,电信,0,32199,4,0.01%,0,15
20200402,步步高,83010010,消灭星星中文版,5015173,0,电信,0,22,0,0.00%,0,0
20200402,步步高,83010010,僵尸尖叫,5022331,9,电信,0,25,1,4.00%,0.36,9
20200402,步步高,83010010,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200402,腾讯应用宝,83010011,消灭星星全新版,10000895,20,电信,0,2612,1,0.04%,0.01,20
20200402,腾讯应用宝,83010011,僵尸尖叫,5022331,138,电信,0,627,6,0.96%,0.22,23
20200402,安智市场,83010014,僵尸尖叫,5022331,0,电信,0,5,0,0.00%,0,0
20200402,金立游戏大厅,83010020,消灭星星全新版,10000895,0,电信,0,54,0,0.00%,0,0
20200402,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0,电信,0,306,0,0.00%,0,0
20200402,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0,电信,0,42,0,0.00%,0,0
20200402,柠檬助手,83010029,消灭星星全新版,10000895,0,电信,0,23,0,0.00%,0,0
20200402,2345手机助手,83010042,消灭星星全新版,10000895,42,电信,0,412,4,0.97%,0.1,10.5
20200402,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0,电信,0,90,0,0.00%,0,0
20200402,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0,电信,0,12,0,0.00%,0,0
20200402,拇指玩,83010063,消灭星星全新版,10000895,0,电信,0,9,0,0.00%,0,0
20200402,中兴应用商店,83010103,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200402,nubia应用中心,83010107,消灭星星全新版,10000895,0,电信,0,56,0,0.00%,0,0
20200402,拇指玩,83010142,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200402,魅族游戏中心,83020058,消灭星星中文版,5015173,0,电信,0,4,0,0.00%,0,0
20200402,乐视应用商店,83020126,消灭星星全新版,10000895,0,电信,0,26,0,0.00%,0,0
20200402,腾讯手机管家,83120102,消灭星星全新版,10000895,0,电信,0,89,0,0.00%,0,0
20200402,腾讯手机管家,83120102,僵尸尖叫,5022331,0,电信,0,2,0,0.00%,0,0
20200402,爱游戏渠道,99999999,消灭星星全新版,10000895,0,电信,0,12,0,0.00%,0,0
20200402,爱游戏渠道,99999999,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200403,聚沙渠道,,PopStar!消灭星星2,10001847,0,移动,0,1,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星全新版,12912,0,电信,0,15,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星全新版,12912,0,移动,0,15,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星全新版,12912,0,联通,0,2,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星中文版,5015173,0,电信,0,11,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星中文版,5015173,0,移动,0,57,0,0.00%,0,0
20200403,聚沙渠道,,消灭星星中文版,5015173,0,联通,0,1,0,0.00%,0,0
20200403,聚沙渠道,,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200403,聚沙渠道,,僵尸尖叫,5022331,0,移动,0,4,0,0.00%,0,0
20200403,聚沙渠道,,点我+1,5054861,0,移动,0,1,0,0.00%,0,0
20200403,聚沙渠道,,哔哔弹,5097519,0,移动,0,1,0,0.00%,0,0
20200403,聚沙渠道,,哔哔弹,5097519,0,联通,0,1,0,0.00%,0,0
20200403,爱游戏客户端,10000000,消灭星星全新版,10000895,0,电信,0,11521,0,0.00%,0,0
20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0,电信,2,60,0,0.00%,0,0
20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0,移动,0,78,0,0.00%,0,0
20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0,联通,0,16,0,0.00%,0,0
