日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
20200405,酷派应用商店,80001017,消灭星星全新版,10000895,10,电信,0,28,1,3.57%,0.36,10
20200405,酷派应用商店,80001017,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200405,悠悠村,80001018,消灭星星全新版,10000895,0,电信,0,2,0,0.00%,0,0
20200405,应用汇,80001020,消灭星星全新版,10000895,0,电信,0,20,0,0.00%,0,0
20200405,应用汇,80001020,僵尸尖叫,5022331,0,电信,0,5,0,0.00%,0,0
20200405,小米,80001021,消灭星星全新版,10000895,0,电信,0,7061,0,0.00%,0,0
20200405,小米,80001021,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200405,小米,80001021,僵尸尖叫,5022331,0,电信,0,27,0,0.00%,0,0
20200405,联想应用商店,80001024,消灭星星全新版,10000895,0,电信,0,125,0,0.00%,0,0
20200405,联想应用商店,80001024,消灭星星中文版,5015173,0,电信,0,2,0,0.00%,0,0
20200405,联想应用商店,80001024,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200405,聚乐,80001026,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200405,拇指玩,80010079,点我+1,5054861,0,电信,0,2,0,0.00%,0,0
20200405,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0,电信,0,1,0,0.00%,0,0
20200405,百度手机助手,80010082,消灭星星中文版,5015173,0,电信,0,13,0,0.00%,0,0
20200405,百度手机助手,80010082,僵尸尖叫,5022331,48,电信,0,186,2,1.08%,0.26,24
20200405,百度手机助手,80010082,僵尸尖叫,5024281,0,电信,0,1,0,0.00%,0,0
20200405,百度手机助手,80010082,点我+1,5054861,0,电信,0,2,0,0.00%,0,0
20200405,4399,80010088,消灭星星全新版,10000895,0,电信,0,52,0,0.00%,0,0
20200405,4399,80010088,僵尸尖叫,5022331,31,电信,0,193,2,1.04%,0.16,15.5
20200405,4399,80010088,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200405,掌游天下,80010130,消灭星星全新版,10000895,0,电信,0,350,0,0.00%,0,0
20200405,OPPO,80010141,消灭星星全新版,10000895,0,电信,0,22768,0,0.00%,0,0
20200405,OPPO,80010141,PopStar!消灭星星2,5003053,0,电信,0,2,0,0.00%,0,0
20200405,OPPO,80010141,消灭星星中文版,5013515,0,电信,0,4,0,0.00%,0,0
20200405,OPPO,80010141,消灭星星中文版,5015173,0,电信,0,410,0,0.00%,0,0
20200405,OPPO,80010141,僵尸尖叫,5022331,0,电信,0,2,0,0.00%,0,0
20200405,OPPO,80010141,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200405,OPPO,80010141,哔哔弹,5097519,0,电信,0,8,0,0.00%,0,0
20200405,91手机助手（百度）,80010142,消灭星星中文版,5015173,0,电信,0,4,0,0.00%,0,0
20200405,成都当乐,80010160,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,柠檬助手,80010201,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,柠檬助手,80010201,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200405,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0,电信,0,30,0,0.00%,0,0
20200405,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200405,金立游戏大厅,80010281,消灭星星全新版,10000895,0,电信,0,42,0,0.00%,0,0
20200405,优酷客户端,80010333,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,卓易市场,80010366,消灭星星全新版,10000895,0,电信,0,7,0,0.00%,0,0
20200405,卓易市场,80010366,消灭星星中文版,5015173,0,电信,0,11,0,0.00%,0,0
20200405,2345手机助手,80010378,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,微米,80010466,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200405,三星,80011042,消灭星星全新版,10000895,0,电信,0,137,0,0.00%,0,0
20200405,三星,80011042,消灭星星中文版,5015173,0,电信,0,19,0,0.00%,0,0
20200405,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,6,电信,0,3,1,33.33%,2,6
20200405,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200405,搜狗,80011045,消灭星星全新版,10000895,10,电信,0,164,1,0.61%,0.06,10
20200405,搜狗,80011045,消灭星星中文版,5015173,0,电信,0,5,0,0.00%,0,0
20200405,搜狗,80011045,僵尸尖叫,5022331,0,电信,0,9,0,0.00%,0,0
20200405,360手机助手,80011046,消灭星星全新版,10000895,0,电信,0,576,0,0.00%,0,0
20200405,360手机助手,80011046,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200405,360手机助手,80011046,消灭星星中文版,5015173,0,电信,0,60,0,0.00%,0,0
20200405,360手机助手,80011046,消灭星星中文版,5015173,0,移动,0,7,0,0.00%,0,0
20200405,360手机助手,80011046,消灭星星中文版,5015173,0,联通,0,1,0,0.00%,0,0
20200405,360手机助手,80011046,僵尸尖叫,5022331,50,电信,0,32,1,3.13%,1.56,50
20200405,腾讯应用宝,80011049,消灭星星全新版,10000895,27,电信,0,108,2,1.85%,0.25,13.5
20200405,腾讯应用宝,80011049,消灭星星中文版,5015173,0,电信,0,41,0,0.00%,0,0
20200405,腾讯应用宝,80011049,僵尸尖叫,5022331,0,电信,0,5,0,0.00%,0,0
20200405,腾讯应用宝,80011049,全民消灭星星,5032507,0,电信,0,4,0,0.00%,0,0
20200405,腾讯应用宝,80011049,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200405,金立,80011117,消灭星星全新版,10000895,0,电信,0,224,0,0.00%,0,0
20200405,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0,电信,0,3,0,0.00%,0,0
20200405,步步高,80020136,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,步步高,80020136,消灭星星中文版,5013515,0,电信,0,3,0,0.00%,0,0
20200405,步步高,80020136,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200405,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0,电信,0,3,0,0.00%,0,0
20200405,魅族手机,80020320,消灭星星全新版,10000895,0,电信,0,823,0,0.00%,0,0
20200405,魅族手机,80020320,僵尸尖叫,5022331,9,电信,0,190,1,0.53%,0.05,9
20200405,上海青橙,80020533,消灭星星全新版,10000895,0,电信,0,30,0,0.00%,0,0
20200405,上海青橙,80020533,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200405,华为智汇云,83010007,消灭星星全新版,10000895,0,电信,0,22826,0,0.00%,0,0
20200405,华为智汇云,83010007,消灭星星中文版,5015173,0,电信,0,2370,0,0.00%,0,0
20200405,华为智汇云,83010007,僵尸尖叫,5022331,86,电信,0,536,4,0.75%,0.16,21.5
20200405,OPPO,83010008,僵尸尖叫,5022331,0,电信,0,34,0,0.00%,0,0
20200405,小米,83010009,消灭星星中文版,5015173,0,电信,0,8,0,0.00%,0,0
20200405,步步高,83010010,消灭星星全新版,10000895,164,电信,0,33711,9,0.03%,0,18.22
20200405,步步高,83010010,消灭星星中文版,5015173,0,电信,0,28,0,0.00%,0,0
20200405,步步高,83010010,僵尸尖叫,5022331,19,电信,0,30,1,3.33%,0.63,19
20200405,步步高,83010010,哔哔弹,5097519,0,电信,0,2,0,0.00%,0,0
20200405,腾讯应用宝,83010011,消灭星星全新版,10000895,56,电信,0,2671,5,0.19%,0.02,11.2
20200405,腾讯应用宝,83010011,僵尸尖叫,5022331,46,电信,0,875,2,0.23%,0.05,23
20200405,安智市场,83010014,僵尸尖叫,5022331,0.1,电信,0,8,1,12.50%,0.01,0.1
20200405,金立游戏大厅,83010020,消灭星星全新版,10000895,0,电信,0,60,0,0.00%,0,0
20200405,金立游戏大厅,83010020,僵尸尖叫,5022331,0,电信,0,3,0,0.00%,0,0
20200405,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0,电信,0,314,0,0.00%,0,0
20200405,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0,电信,0,53,0,0.00%,0,0
20200405,柠檬助手,83010029,消灭星星全新版,10000895,0,电信,0,21,0,0.00%,0,0
20200405,2345手机助手,83010042,消灭星星全新版,10000895,10,电信,0,431,1,0.23%,0.02,10
20200405,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0,电信,0,98,0,0.00%,0,0
20200405,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0,电信,0,21,0,0.00%,0,0
20200405,7K7K,83010057,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200405,拇指玩,83010063,消灭星星全新版,10000895,0,电信,0,11,0,0.00%,0,0
20200405,中兴应用商店,83010103,消灭星星全新版,10000895,0,电信,0,4,0,0.00%,0,0
20200405,nubia应用中心,83010107,消灭星星全新版,10000895,0,电信,0,47,0,0.00%,0,0
20200405,魅族游戏中心,83020058,消灭星星中文版,5015173,0,电信,0,4,0,0.00%,0,0
20200405,乐视应用商店,83020126,消灭星星全新版,10000895,0,电信,0,21,0,0.00%,0,0
20200405,腾讯手机管家,83120102,消灭星星全新版,10000895,30,电信,0,87,1,1.15%,0.34,30
20200405,腾讯手机管家,83120102,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200405,爱游戏渠道,99999999,消灭星星全新版,10000895,0,电信,0,10,0,0.00%,0,0
20200406,聚沙渠道,,PopStar!消灭星星2,10001847,0,联通,0,1,0,0.00%,0,0
20200406,聚沙渠道,,消灭星星全新版,12912,0,电信,0,14,0,0.00%,0,0
20200406,聚沙渠道,,消灭星星全新版,12912,0,移动,0,13,0,0.00%,0,0
20200406,聚沙渠道,,消灭星星全新版,12912,0,联通,0,1,0,0.00%,0,0
20200406,聚沙渠道,,消灭星星中文版,5015173,0,电信,0,11,0,0.00%,0,0
20200406,聚沙渠道,,消灭星星中文版,5015173,0,移动,0,52,0,0.00%,0,0
20200406,聚沙渠道,,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200406,聚沙渠道,,僵尸尖叫,5022331,0,移动,0,1,0,0.00%,0,0
20200406,聚沙渠道,,僵尸尖叫,5022331,0,联通,0,1,0,0.00%,0,0
20200406,聚沙渠道,,全民消灭星星,5032507,0,移动,0,1,0,0.00%,0,0
20200406,聚沙渠道,,哔哔弹,5097519,0,移动,0,3,0,0.00%,0,0
20200406,聚沙渠道,,哔哔弹,5097519,0,联通,0,1,0,0.00%,0,0
20200406,爱游戏客户端,10000000,消灭星星全新版,10000895,0,电信,0,11211,0,0.00%,0,0
20200406,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0,移动,0,2,0,0.00%,0,0
20200406,爱游戏客户端,10000000,消灭星星全新版,12912,0,电信,0,52,0,0.00%,0,0
20200406,爱游戏客户端,10000000,消灭星星全新版,12912,0,移动,0,76,0,0.00%,0,0
20200406,爱游戏客户端,10000000,消灭星星全新版,12912,0,联通,0,15,0,0.00%,0,0
20200406,爱游戏客户端,10000000,消灭星星中文版,5015173,0,移动,0,1,0,0.00%,0,0
20200406,爱游戏客户端,10000000,僵尸尖叫,5022331,0,电信,0,2,0,0.00%,0,0
20200406,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0,电信,0,1,0,0.00%,0,0
20200406,爱游戏客户端,10000000,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200406,爱游戏客户端,10000000,哔哔弹,5097519,0,移动,0,2,0,0.00%,0,0
20200406,爱游戏客户端,10000000,哔哔弹,5097519,0,联通,0,2,0,0.00%,0,0
20200406,华为智汇云,80001002,消灭星星全新版,10000895,0,电信,0,37,0,0.00%,0,0
20200406,华为智汇云,80001002,消灭星星中文版,5013515,0,电信,0,2,0,0.00%,0,0
20200406,华为智汇云,80001002,消灭星星中文版,5015173,0,电信,0,11,0,0.00%,0,0
20200406,安智市场,80001005,消灭星星全新版,10000895,0,电信,0,69,0,0.00%,0,0
20200406,豌豆荚,80001013,消灭星星全新版,10000895,0,电信,0,55,0,0.00%,0,0
20200406,豌豆荚,80001013,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200406,豌豆荚,80001013,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,豌豆荚,80001013,僵尸尖叫,5022331,0,电信,0,9,0,0.00%,0,0
20200406,搜狐应用中心,80001016,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,酷派应用商店,80001017,消灭星星全新版,10000895,0,电信,0,24,0,0.00%,0,0
20200406,酷派应用商店,80001017,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200406,悠悠村,80001018,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,应用汇,80001020,消灭星星全新版,10000895,0,电信,0,19,0,0.00%,0,0
20200406,应用汇,80001020,僵尸尖叫,5022331,0,电信,0,4,0,0.00%,0,0
20200406,小米,80001021,消灭星星全新版,10000895,90,电信,0,6918,4,0.06%,0.01,22.5
20200406,小米,80001021,PopStar!消灭星星2,5003053,0,电信,0,3,0,0.00%,0,0
20200406,小米,80001021,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200406,小米,80001021,僵尸尖叫,5022331,0,电信,0,15,0,0.00%,0,0
20200406,小米,80001021,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200406,联想应用商店,80001024,消灭星星全新版,10000895,0,电信,0,129,0,0.00%,0,0
20200406,联想应用商店,80001024,消灭星星中文版,5015173,0,电信,0,2,0,0.00%,0,0
20200406,联想应用商店,80001024,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200406,联想应用商店,80001024,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200406,聚乐,80001026,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200406,拇指玩,80010079,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,拇指玩,80010079,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200406,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0,电信,0,1,0,0.00%,0,0
20200406,百度手机助手,80010082,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,百度手机助手,80010082,消灭星星中文版,5015173,0,电信,0,15,0,0.00%,0,0
20200406,百度手机助手,80010082,僵尸尖叫,5022331,0,电信,0,156,0,0.00%,0,0
20200406,百度手机助手,80010082,僵尸尖叫,5024281,0,电信,0,3,0,0.00%,0,0
20200406,百度手机助手,80010082,点我+1,5054861,0,电信,0,2,0,0.00%,0,0
20200406,4399,80010088,消灭星星全新版,10000895,0,电信,0,48,0,0.00%,0,0
20200406,4399,80010088,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200406,4399,80010088,僵尸尖叫,5022331,58,电信,0,152,1,0.66%,0.38,58
20200406,4399,80010088,哔哔弹,5097519,0,电信,0,2,0,0.00%,0,0
20200406,掌游天下,80010130,消灭星星全新版,10000895,0,电信,0,321,0,0.00%,0,0
20200406,掌游天下,80010130,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,OPPO,80010141,消灭星星全新版,10000895,0,电信,0,22103,0,0.00%,0,0
20200406,OPPO,80010141,消灭星星中文版,5013515,0,电信,0,10,0,0.00%,0,0
20200406,OPPO,80010141,消灭星星中文版,5015173,0,电信,0,389,0,0.00%,0,0
20200406,OPPO,80010141,僵尸尖叫,5022331,0,电信,0,4,0,0.00%,0,0
20200406,OPPO,80010141,哔哔弹,5097519,0,电信,0,10,0,0.00%,0,0
20200406,91手机助手（百度）,80010142,消灭星星中文版,5015173,0,电信,0,4,0,0.00%,0,0
20200406,成都当乐,80010160,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,柠檬助手,80010201,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,柠檬助手,80010201,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200406,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0,电信,0,35,0,0.00%,0,0
20200406,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200406,金立游戏大厅,80010281,消灭星星全新版,10000895,0,电信,0,38,0,0.00%,0,0
20200406,优酷客户端,80010333,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,卓易市场,80010366,消灭星星全新版,10000895,0,电信,0,6,0,0.00%,0,0
20200406,卓易市场,80010366,消灭星星中文版,5015173,0,电信,0,13,0,0.00%,0,0
20200406,2345手机助手,80010378,消灭星星全新版,10000895,32,电信,0,1,2,200.00%,32,16
20200406,PP助手（优视）,80010395,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,微米,80010466,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200406,历趣市场,80011039,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,三星,80011042,消灭星星全新版,10000895,0,电信,0,145,0,0.00%,0,0
20200406,三星,80011042,消灭星星中文版,5015173,0,电信,0,23,0,0.00%,0,0
20200406,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0,电信,0,2,0,0.00%,0,0
20200406,阿里巴巴·九游推广渠道,80011044,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200406,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200406,搜狗,80011045,消灭星星全新版,10000895,0,电信,0,164,0,0.00%,0,0
20200406,搜狗,80011045,消灭星星中文版,5015173,0,电信,0,6,0,0.00%,0,0
20200406,搜狗,80011045,僵尸尖叫,5022331,0,电信,0,11,0,0.00%,0,0
20200406,搜狗,80011045,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200406,360手机助手,80011046,消灭星星全新版,10000895,0,电信,0,581,0,0.00%,0,0
20200406,360手机助手,80011046,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200406,360手机助手,80011046,消灭星星中文版,5015173,0,电信,0,55,0,0.00%,0,0
20200406,360手机助手,80011046,消灭星星中文版,5015173,0,移动,0,6,0,0.00%,0,0
20200406,360手机助手,80011046,僵尸尖叫,5022331,0,电信,0,33,0,0.00%,0,0
20200406,腾讯应用宝,80011049,消灭星星全新版,10000895,4,电信,0,98,1,1.02%,0.04,4
20200406,腾讯应用宝,80011049,消灭星星中文版,5015173,0,电信,0,41,0,0.00%,0,0
20200406,腾讯应用宝,80011049,僵尸尖叫,5022331,0,电信,0,3,0,0.00%,0,0
20200406,腾讯应用宝,80011049,全民消灭星星,5032507,0,电信,0,6,0,0.00%,0,0
20200406,腾讯应用宝,80011049,哔哔弹,5097519,0,电信,0,3,0,0.00%,0,0
20200406,金立,80011117,消灭星星全新版,10000895,0,电信,0,198,0,0.00%,0,0
20200406,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0,电信,0,4,0,0.00%,0,0
20200406,步步高,80020136,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,步步高,80020136,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200406,步步高,80020136,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200406,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200406,魅族手机,80020320,消灭星星全新版,10000895,29,电信,0,813,1,0.12%,0.04,29
20200406,魅族手机,80020320,僵尸尖叫,5022331,9,电信,0,188,1,0.53%,0.05,9
20200406,上海青橙,80020533,消灭星星全新版,10000895,0,电信,0,22,0,0.00%,0,0
20200406,华为智汇云,83010007,消灭星星全新版,10000895,29,电信,0,22262,1,0.00%,0,29
20200406,华为智汇云,83010007,消灭星星中文版,5015173,0,电信,0,2360,0,0.00%,0,0
20200406,华为智汇云,83010007,僵尸尖叫,5022331,189,电信,0,452,4,0.88%,0.42,47.25
20200406,OPPO,83010008,僵尸尖叫,5022331,0,电信,0,32,0,0.00%,0,0
20200406,小米,83010009,消灭星星中文版,5015173,0,电信,0,5,0,0.00%,0,0
20200406,步步高,83010010,消灭星星全新版,10000895,87,电信,0,32375,7,0.02%,0,12.43
20200406,步步高,83010010,消灭星星中文版,5015173,0,电信,0,20,0,0.00%,0,0
20200406,步步高,83010010,僵尸尖叫,5022331,0,电信,0,19,0,0.00%,0,0
20200406,步步高,83010010,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200406,腾讯应用宝,83010011,消灭星星全新版,10000895,18,电信,0,2636,2,0.08%,0.01,9
20200406,腾讯应用宝,83010011,僵尸尖叫,5022331,139,电信,0,774,5,0.65%,0.18,27.8
20200406,安智市场,83010014,僵尸尖叫,5022331,0,电信,0,13,0,0.00%,0,0
20200406,金立游戏大厅,83010020,消灭星星全新版,10000895,0,电信,0,57,0,0.00%,0,0
20200406,金立游戏大厅,83010020,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200406,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0,电信,0,287,0,0.00%,0,0
20200406,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0,电信,0,49,0,0.00%,0,0
20200406,柠檬助手,83010029,消灭星星全新版,10000895,0,电信,0,20,0,0.00%,0,0
20200406,2345手机助手,83010042,消灭星星全新版,10000895,12,电信,0,408,2,0.49%,0.03,6
20200406,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0,电信,0,92,0,0.00%,0,0
20200406,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0,电信,0,26,0,0.00%,0,0
20200406,拇指玩,83010063,消灭星星全新版,10000895,0,电信,0,9,0,0.00%,0,0
20200406,nubia应用中心,83010107,消灭星星全新版,10000895,0,电信,0,53,0,0.00%,0,0
20200406,魅族游戏中心,83020058,消灭星星中文版,5015173,0,电信,0,4,0,0.00%,0,0
20200406,乐视应用商店,83020126,消灭星星全新版,10000895,0,电信,0,17,0,0.00%,0,0
20200406,腾讯手机管家,83120102,消灭星星全新版,10000895,0,电信,0,88,0,0.00%,0,0
20200406,爱游戏渠道,99999999,消灭星星全新版,10000895,0,电信,0,6,0,0.00%,0,0
20200407,聚沙渠道,,PopStar!消灭星星2,10001847,0,移动,0,4,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星全新版,12912,0,电信,0,15,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星全新版,12912,0,移动,0,11,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星全新版,12912,0,联通,0,3,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星中文版,5015173,0,电信,0,10,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星中文版,5015173,0,移动,0,51,0,0.00%,0,0
20200407,聚沙渠道,,消灭星星中文版,5015173,0,联通,0,1,0,0.00%,0,0
20200407,聚沙渠道,,僵尸尖叫,5022331,0,移动,0,3,0,0.00%,0,0
20200407,聚沙渠道,,僵尸尖叫,5022331,0,联通,0,2,0,0.00%,0,0
20200407,聚沙渠道,,PopStar消灭星星2社交版,5024369,0,电信,0,1,0,0.00%,0,0
20200407,聚沙渠道,,哔哔弹,5097519,0,移动,0,3,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星全新版,10000895,0,电信,0,10939,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星全新版,12912,0,电信,0,58,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星全新版,12912,0,移动,0,69,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星全新版,12912,0,联通,0,15,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星中文版,5015173,0,电信,1,1,0,0.00%,0,0
20200407,爱游戏客户端,10000000,消灭星星中文版,5015173,0,移动,0,1,0,0.00%,0,0
20200407,爱游戏客户端,10000000,僵尸尖叫,5022331,0,电信,0,3,0,0.00%,0,0
20200407,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0,电信,0,1,0,0.00%,0,0
20200407,爱游戏客户端,10000000,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200407,爱游戏客户端,10000000,哔哔弹,5097519,0,电信,0,2,0,0.00%,0,0
20200407,爱游戏客户端,10000000,哔哔弹,5097519,0,移动,0,3,0,0.00%,0,0
20200407,爱游戏客户端,10000000,哔哔弹,5097519,0,联通,0,2,0,0.00%,0,0
20200407,华为智汇云,80001002,消灭星星全新版,10000895,0,电信,0,37,0,0.00%,0,0
20200407,华为智汇云,80001002,消灭星星中文版,5013515,0,电信,0,3,0,0.00%,0,0
20200407,华为智汇云,80001002,消灭星星中文版,5015173,0,电信,0,14,0,0.00%,0,0
20200407,安智市场,80001005,消灭星星全新版,10000895,0,电信,0,93,0,0.00%,0,0
20200407,安智市场,80001005,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200407,百度多酷,80001006,消灭星星中文版,5015173,0,电信,0,1,0,0.00%,0,0
20200407,豌豆荚,80001013,消灭星星全新版,10000895,0,电信,0,46,0,0.00%,0,0
20200407,豌豆荚,80001013,僵尸尖叫,5022331,0,电信,0,13,0,0.00%,0,0
20200407,搜狐应用中心,80001016,消灭星星全新版,10000895,0,电信,0,1,0,0.00%,0,0
20200407,酷派应用商店,80001017,消灭星星全新版,10000895,10,电信,0,26,1,3.85%,0.38,10
20200407,悠悠村,80001018,消灭星星全新版,10000895,0,电信,0,2,0,0.00%,0,0
20200407,应用汇,80001020,消灭星星全新版,10000895,0,电信,0,17,0,0.00%,0,0
20200407,应用汇,80001020,僵尸尖叫,5022331,0,电信,0,4,0,0.00%,0,0
20200407,小米,80001021,消灭星星全新版,10000895,44,电信,0,6823,4,0.06%,0.01,11
20200407,小米,80001021,PopStar!消灭星星2,5003053,0,电信,0,3,0,0.00%,0,0
20200407,小米,80001021,僵尸尖叫,5022331,0,电信,0,12,0,0.00%,0,0
20200407,联想应用商店,80001024,消灭星星全新版,10000895,0,电信,0,127,0,0.00%,0,0
20200407,联想应用商店,80001024,消灭星星中文版,5015173,0,电信,0,2,0,0.00%,0,0
20200407,联想应用商店,80001024,僵尸尖叫,5022331,0,电信,0,1,0,0.00%,0,0
20200407,聚乐,80001026,僵尸尖叫,5022331,0,电信,0,3,0,0.00%,0,0
20200407,拇指玩,80010079,点我+1,5054861,0,电信,0,1,0,0.00%,0,0
20200407,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0,电信,0,1,0,0.00%,0,0
20200407,百度手机助手,80010082,PopStar!消灭星星2,5003053,0,电信,0,1,0,0.00%,0,0
20200407,百度手机助手,80010082,消灭星星中文版,5013515,0,电信,0,1,0,0.00%,0,0
20200407,百度手机助手,80010082,消灭星星中文版,5015173,0,电信,0,17,0,0.00%,0,0
20200407,百度手机助手,80010082,僵尸尖叫,5022331,0,电信,0,151,0,0.00%,0,0
20200407,百度手机助手,80010082,僵尸尖叫,5024281,0,电信,0,3,0,0.00%,0,0
20200407,百度手机助手,80010082,点我+1,5054861,0,电信,0,2,0,0.00%,0,0
20200407,4399,80010088,消灭星星全新版,10000895,0,电信,0,51,0,0.00%,0,0
20200407,4399,80010088,僵尸尖叫,5022331,29,电信,0,140,1,0.71%,0.21,29
20200407,4399,80010088,点我+1,5054861,0,电信,0,2,0,0.00%,0,0
20200407,4399,80010088,哔哔弹,5097519,0,电信,0,1,0,0.00%,0,0
20200407,掌游天下,80010130,消灭星星全新版,10000895,0,电信,0,333,0,0.00%,0,0
20200407,OPPO,80010141,消灭星星全新版,10000895,12,电信,0,21982,1,0.00%,0,12
20200407,OPPO,80010141,消灭星星中文版,5013515,0,电信,0,6,0,0.00%,0,0
